Coupon_Code,Discount_Percentage,Validity,Usage_Count
07c04f,20%,2025-07-27,22
1590a5,5%,2025-04-13,335
2cdb4f,5%,2025-07-03,252
f71903,10%,2025-08-21,213
e9f2b9,20%,2025-05-19,349
393fb6,5%,2025-07-11,19
7cb5b4,50%,2025-08-05,377
08dd4b,30%,2025-05-10,300
d0c21a,50%,2025-08-02,256
3a428c,50%,2025-09-08,339
72b0e8,50%,2025-04-05,495
49b1c7,30%,2025-08-23,121
20ccfc,20%,2025-04-09,141
54fc7a,30%,2025-06-02,349
bcc9ad,50%,2025-04-16,450
822ca4,30%,2025-07-30,280
25c411,10%,2025-06-01,314
d822b5,30%,2025-08-11,42
cb2646,5%,2025-06-15,323
9ea5a3,20%,2025-04-05,415
44e35b,5%,2025-09-09,285
c627b5,20%,2025-04-20,466
720aaf,50%,2025-06-07,294
201f48,5%,2025-05-22,417
ecb13b,10%,2025-05-10,106
9689bd,20%,2025-09-09,95
712bd2,20%,2025-08-08,327
249db1,5%,2025-03-31,269
7cf149,50%,2025-09-14,148
418457,5%,2025-07-05,5
959eb8,50%,2025-04-27,138
36b788,20%,2025-05-06,222
0819ee,10%,2025-06-08,321
a55d34,10%,2025-05-29,420
4ae40d,10%,2025-05-16,88
c134c4,10%,2025-07-07,142
fc24ce,50%,2025-05-14,99
754818,5%,2025-04-20,264
b4d4f2,5%,2025-09-08,362
95f3d4,20%,2025-05-20,280
4c33e6,10%,2025-03-24,453
62d630,30%,2025-08-11,212
f6e2ac,20%,2025-07-11,226
14a199,10%,2025-08-19,497
55e51d,20%,2025-06-13,90
f04752,20%,2025-09-04,82
f5e9ce,50%,2025-05-02,384
319765,5%,2025-07-14,234
7d9cee,5%,2025-06-20,207
d95b0d,5%,2025-05-26,449
a7aa33,5%,2025-09-13,407
530564,10%,2025-08-05,249
044a50,10%,2025-05-21,129
0db62a,30%,2025-06-09,396
38bd23,30%,2025-06-19,401
eee38a,10%,2025-06-30,317
66a303,5%,2025-05-07,73
4a7c48,50%,2025-06-27,86
a55e8b,20%,2025-06-15,447
962280,10%,2025-07-31,143
be251a,5%,2025-09-12,493
46891f,30%,2025-04-10,447
82f94a,50%,2025-04-01,497
eb68cb,5%,2025-06-21,348
c94e4a,20%,2025-06-12,460
d7c2b4,5%,2025-04-03,473
07fb07,10%,2025-04-19,0
ff4158,20%,2025-06-15,174
d6ae3e,20%,2025-05-29,103
9a31c4,20%,2025-06-03,135
0beda1,10%,2025-08-12,219
8a3fff,10%,2025-04-25,116
2fe24c,5%,2025-04-25,118
d4853f,10%,2025-07-22,434
2bc44e,30%,2025-04-14,235
f081df,10%,2025-04-30,229
28d275,20%,2025-05-25,187
26a027,50%,2025-05-09,261
34883e,50%,2025-07-25,302
5ea945,20%,2025-04-15,452
946544,30%,2025-04-30,139
98901b,30%,2025-04-07,217
d64e62,30%,2025-06-13,211
ac8e58,30%,2025-07-23,140
a72abc,10%,2025-08-15,13
5dad87,30%,2025-06-07,58
ec64d0,5%,2025-04-03,39
3f1510,50%,2025-04-03,112
370e2a,10%,2025-05-01,342
6c7f9e,10%,2025-05-10,444
99204f,10%,2025-05-06,24
aacd87,5%,2025-03-29,160
a2a1f5,10%,2025-05-30,233
5ecd1a,50%,2025-06-30,70
444d10,20%,2025-03-26,396
5abb44,10%,2025-05-20,44
805e07,50%,2025-09-07,446
827007,50%,2025-05-27,277
ea6586,20%,2025-04-19,304
1dae1e,5%,2025-08-23,430
3c74ed,30%,2025-07-19,119
e39068,30%,2025-06-19,400
477931,5%,2025-07-10,184
389699,50%,2025-06-20,29
fa3497,30%,2025-06-01,257
937cc1,20%,2025-09-11,342
d67fc6,10%,2025-04-12,163
811bd6,30%,2025-07-26,383
ad7c33,50%,2025-05-08,476
